Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Shoulders,Lever Lateral Raise,Medium,Lever Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Alternate Dumbbell Bench Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Abs,Twisting Hyperextension,Medium,Hyperextension Bench,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Erector Spinae,Twisting Hyperextension,Medium,Hyperextension Bench,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Squat Hold Calf Raise,Easy,None,Low,Calves,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Ab Roller Crunch,Medium,Ab Roller,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Triceps,Incline EZ-Bar Triceps Extension,Medium,EZ-Bar,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Bodyweight Walking Lunge,Easy,None,Low,Legs,None,10 minutes,2 minutes,Strength,80,Increase duration,Low
Triceps,High Pulley Overhead Tricep Extension,Medium,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Rope Pushdown,Medium,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Reverse Grip Pushdown,Medium,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable High-To-Low Twist,Medium,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable Low-To-High Twist,Medium,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable Twist,Medium,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calisthenic,Cross Arm Push-up,Medium,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Triceps,Cross Arm Push-up,Medium,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Upside Down Pull-up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Upside Down Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Cable Concentration Extension on Knee,Medium,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Cardio,Tuck Jump,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Abs,L-Sit,Hard,None,High,Core,None,10 minutes,3 minutes,Isometric,100,Increase duration,High
Calisthenic,L-Sit,Hard,,High,Core,,10 minutes,3 minutes,Isometric,100,Increase duration,High
Chest,Close-Grip Dumbbell Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Triceps,Close-Grip Dumbbell Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Wall Sit,Easy,None,Low,Hips,Quads,8 minutes,1 minute,Isometric,70,Increase duration,Low
Leg,Wall Sit,Easy,,Low,Hips,Quads,8 minutes,1 minute,Isometric,70,Increase duration,Low
Abs,High Knee Squat,Easy,None,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase reps,Low
Cardio,High Knee Squat,Easy,,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase reps,Low
Hip,High Knee Squat,Easy,,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase reps,Low
Leg,High Knee Squat,Easy,,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase reps,Low
Back / Wing,Swimming,Easy,None,Low,Back,None,10 minutes,2 minutes,Aerobic,80,None,Low
Erector Spinae,Swimming,Easy,,Low,Back,,10 minutes,2 minutes,Aerobic,80,,Low
Hip,Swimming,Easy,,Low,Back,,10 minutes,2 minutes,Aerobic,80,,Low
Trapezius,Swimming,Easy,,Low,Back,,10 minutes,2 minutes,Aerobic,80,,Low
Cardio,Boxer Shuffle Cardio,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Jab Boxing,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Punches,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Right Uppercut,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Right Cross,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Hook Kick,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Boxing Right Cross,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Calisthenic,Clap Push-Up,Medium,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Clap Push-Up,Medium,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Cardio,Walking High Knee Lunges,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,High Knees Lift Run,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Chest,Above Head Chest Stretch,Easy,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Dynamic Chest Stretch,Easy,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Kettlebell Pistol Squats,Hard,Kettlebell,High,Legs,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Kettlebell One-Arm Military Press,Medium,Kettlebell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Frog Reverse Hyperextension,Medium,None,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Hip,Frog Reverse Hyperextension,Medium,,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Hip,Kettlebell Split Snatch,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Kettlebell Split Snatch,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Kettlebell Split Snatch,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Kettlebell Windmill,Medium,Kettlebell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kettlebell Windmill,Medium,Kettlebell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Kettlebell Swings,Medium,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Full Body,Kettlebell Swings,Medium,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Kettlebell Swings,Medium,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Kettlebell Swings,Medium,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kettlebell Swings,Medium,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kettlebell Arnold Press,Medium,Kettlebell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Bent Over Rear Delt Fly | Gymstick,Medium,Gymstick,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Trapezius,Bent Over Rear Delt Fly | Gymstick,Medium,Gymstick,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Hip,Bodyweight Single Leg Deadlift,Easy,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Brachialis Pull-up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Biceps,Brachialis Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Abs,Full Crunch Machine,Medium,Crunch Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Hip,Bodyweight Box Squat,Easy,None,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Bodyweight Box Squat,Easy,,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Chest,Single Dumbbell Close-grip Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Triceps,Single Dumbbell Close-grip Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Abs,Front Plank with Arm Lift,Medium,None,Moderate,Core,Shoulders,8 minutes,2 minutes,Isometric,80,Increase duration,Low
Abs,Bhujangasana | Cobra Abdominal Stretch,Easy,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Neck,Bhujangasana | Cobra Abdominal Stretch,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Bhujangasana | Cobra Abdominal Stretch,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Hip,Step Up Single Leg Balance with Bicep Curl,Medium,Dumbbell,Moderate,Hips,Biceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Step Up Single Leg Balance with Bicep Curl,Medium,Dumbbell,Moderate,Hips,Biceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Bird Dog,Easy,None,Low,Lower Back,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Bird Dog,Easy,,Low,Lower Back,,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Ab Straps Leg Raise,Medium,Ab Straps,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase reps,Low
Calisthenic,Ab Straps Leg Raise,Medium,Ab Straps,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Dumbbell Step-Up,Medium,Dumbbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Step-Up,Medium,Dumbbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Belt Squat,Medium,Belt,Moderate,Hips,Quads,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Leg,Belt Squat,Medium,Belt,Moderate,Hips,Quads,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Back / Wing,Close Grip Lat-Pulldown,Medium,Lat-Pulldown Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Seated Cable Rope Row,Medium,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Erector Spinae,Seated Cable Rope Row,Medium,Cable Machine,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Leg,Lever Single Leg Curl,Medium,Lever Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Reverse Lunge,Medium,None,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Reverse Lunge,Medium,,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Kneeling Diamond Push-Up,Easy,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Triceps,Kneeling Diamond Push-Up,Easy,,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Cardio,Jack Burpees,Medium,None,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Leg,Single Leg Step Down,Medium,None,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Forearm,Behind The Back Barbell Wrist Curl,Medium,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Calisthenic,Dips Between Chairs,Easy,None,Low,Upper Body,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Chest,Dips Between Chairs,Easy,,Low,Upper Body,,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,Dips Between Chairs,Easy,,Low,Upper Body,,8 minutes,1 minute,Strength,70,Increase reps,Low
Shoulders,Cable Seated Shoulder Internal Rotation,Medium,Cable Machine,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Shoulders,Half Kneeling Cable External Rotation,Medium,Cable Machine,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Shoulders,Landmine Lateral Raise,Medium,Landmine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Cable Seated Pullover,Medium,Cable Machine,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Seated Dumbbell Front Raise,Medium,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Cardio,Astride Jumps,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Abs,Boat Pose,Easy,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Leg,Boat Pose,Easy,,Low,Core,,5 minutes,1 minute,Isometric,50,Increase duration,Low
Back / Wing,Scapular Protraction and Retraction,Easy,None,Low,Back,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,Scapular Protraction and Retraction,Easy,,Low,Back,,8 minutes,1 minute,Strength,70,Increase duration,Low
Trapezius,Scapular Protraction and Retraction,Easy,,Low,Back,,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Dumbbell Glute Bridge,Medium,Dumbbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Ring Inverted Row,Medium,Rings,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Calisthenic,Ring Inverted Row,Medium,Rings,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Push-up With Push-up Bars,Easy,Push-up Bars,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Abs,Seated Twist Machine,Medium,Twist Machine,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Cardio,Long Jump,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Leg,Long Jump,Easy,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Leg,Lever Assisted Single Leg Press,Medium,Lever Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Cable One-Arm Overhead Triceps Extension,Medium,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Standing Barbell Triceps Extension,Medium,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Nordic Hamstring Curl,Hard,None,High,Legs,Hamstrings,12 minutes,3 minutes,Strength,120,Increase reps,High
Back / Wing,Inverted Row,Medium,None,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Smith Machine Decline Bench Press,Medium,Smith Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Chest,One Arm Decline Cable Fly,Medium,Cable Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Full Body,One Arm Kettlebell Snatch,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,One Arm Kettlebell Snatch,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,One Arm Kettlebell Snatch,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,One Arm Kettlebell Snatch,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Back / Wing,Lever Cable Rear Pulldown,Medium,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Close Grip Z-Bar Curl,Medium,Z-Bar,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Scott Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Cross Cable Face Pull,Medium,Cable Machine,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Trapezius,Cross Cable Face Pull,Medium,Cable Machine,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Shotgun Row,Medium,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Elbow Reverse Push-Up,Medium,None,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Trapezius,Elbow Reverse Push-Up,Medium,,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase reps,Low
Calisthenic,Impossible Dips,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Impossible Dips,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Impossible Dips,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Korean Dips,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Korean Dips,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Korean Dips,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Korean Dips,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Straight Bar Dip,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Straight Bar Dip,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Straight Bar Dip,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Straight Bar Dip,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Abs,Inchworm,Easy,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Weighted One Arm Pull-up,Hard,Weight Plate,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase weight,High
Chest,Dumbbell One Arm Reverse Grip Press,Medium,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Back / Wing,Cable Crossover Lat Pulldown,Medium,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,One Arm Landmine Row,Medium,Landmine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Shoulders,One Arm Landmine Row,Medium,Landmine,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Abs,Front Plank With Arm And Leg Lift,Hard,None,High,Core,Shoulders,10 minutes,3 minutes,Isometric,100,Increase duration,High
Cardio,Front Plank With Arm And Leg Lift,Hard,,High,Core,Shoulders,10 minutes,3 minutes,Isometric,100,Increase duration,High
Hip,Front Plank With Arm And Leg Lift,Hard,,High,Core,Shoulders,10 minutes,3 minutes,Isometric,100,Increase duration,High
Leg,Front Plank With Arm And Leg Lift,Hard,,High,Core,Shoulders,10 minutes,3 minutes,Isometric,100,Increase duration,High
Leg,Horizontal Leg Press,Medium,Leg Press Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Resistance Band Reverse Hyperextension,Medium,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Resistance Band Seated Shoulder Press,Medium,Resistance Band,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Resistance Band Toe Touch,Easy,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Resistance Band Toe Touch,Easy,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Biceps,Barbell Curl On Arm Blaster,Medium,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Arm Blaster Hammer Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Curl On Arm Blaster,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Lever One-Arm Chest Press,Medium,Lever Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Weighted Lying Twist,Medium,Weight Plate,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Standing One Arm Chest Stretch,Easy,None,Low,Biceps,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Standing One Arm Chest Stretch,Easy,,Low,Biceps,,5 minutes,1 minute,Stretch,10,,Low
Forearm,Standing One Arm Chest Stretch,Easy,,Low,Biceps,,5 minutes,1 minute,Stretch,10,,Low
Hip,Kneeling Hip Flexor Stretch,Easy,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Kneeling Hip Flexor Stretch,Easy,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Leg,Standing Quadriceps Stretch,Easy,None,Low,Legs,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Single-Arm Medicine Ball Push-Up,Medium,Medicine Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Chest,Stability Ball Decline Push-Up,Medium,Stability Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase duration,Moderate
Chest,Dumbbell Pullover On Stability Ball,Medium,Dumbbell,Moderate,Chest,Back,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Stability Ball Push-Up,Easy,Stability Ball,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase duration,Low
Abs,Swiss Ball Rollout,Medium,Swiss Ball,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Hip,Exercise Ball Wall Squat,Easy,Exercise Ball,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
